0 -0.768013 0.00601098
1 -0.77564 0.00419061
2 -0.776382 0.0041892
3 -0.778953 0.00391313
4 -0.779845 0.00402239
5 -0.777294 0.0048338
6 -0.776847 0.00488518
7 -0.774205 0.00628371
8 -0.767342 0.0053849
9 -0.770564 0.00379359
10 -0.770661 0.00424353
11 -0.767009 0.0038619
12 -0.769644 0.00403907
13 -0.766142 0.00417873
14 -0.762199 0.00448745
15 -0.771595 0.00534
16 -0.773228 0.00554262
17 -0.771854 0.00604639
18 -0.775167 0.00484151
19 -0.778444 0.0041434
20 -0.777976 0.00392494
21 -0.7851 0.00367213
22 -0.784586 0.00402925
23 -0.783618 0.00452052
24 -0.780801 0.00324881
25 -0.779813 0.0035675
26 -0.776713 0.00331112
27 -0.775819 0.00386753
28 -0.780802 0.00398668
29 -0.78009 0.00433927
30 -0.773957 0.00453659
31 -0.775268 0.00530804
32 -0.776592 0.00507252
33 -0.772903 0.00398828
34 -0.774421 0.00402012
35 -0.77196 0.00474689
36 -0.774534 0.00399937
37 -0.777665 0.00382583
38 -0.77704 0.00422356
39 -0.773923 0.00434149
40 -0.77651 0.00470196
41 -0.782194 0.00426818
42 -0.778934 0.0048883
43 -0.784046 0.0043034
44 -0.784519 0.00400995
45 -0.783122 0.00417007
46 -0.781274 0.00350122
47 -0.782675 0.00341461
48 -0.779664 0.00331791
49 -0.779048 0.00370782
50 -0.778541 0.00385182
51 -0.779298 0.0052832
52 -0.776899 0.00486747
53 -0.778736 0.00423697
54 -0.777222 0.00336113
55 -0.77684 0.00401253
56 -0.775127 0.00335397
57 -0.775808 0.00387641
58 -0.780582 0.00434643
59 -0.78189 0.00435814
60 -0.782045 0.0041267
61 -0.782828 0.00370883
62 -0.779801 0.00415817
63 -0.778974 0.00371778
64 -0.777539 0.00393648
65 -0.780694 0.00336774
66 -0.778529 0.00329825
67 -0.775781 0.00335668
68 -0.778065 0.00307115
69 -0.778176 0.0025339
70 -0.778359 0.00350851
71 -0.782425 0.00423771
72 -0.781924 0.00366733
73 -0.781164 0.00360092
74 -0.78068 0.00428133
75 -0.78196 0.00451616
76 -0.781884 0.00467694
77 -0.781325 0.00410434
78 -0.779155 0.00339116
79 -0.780058 0.00335303
80 -0.781821 0.00253692
81 -0.776817 0.00308469
82 -0.779782 0.00341637
83 -0.781211 0.00329773
84 -0.779393 0.0034227
85 -0.779955 0.00282528
86 -0.781131 0.00348054
87 -0.780788 0.00354713
88 -0.780715 0.00307869
89 -0.782505 0.00285239
90 -0.778361 0.00291067
91 -0.780083 0.00300603
92 -0.777042 0.00325131
93 -0.778181 0.0037368
94 -0.777585 0.0039622
95 -0.775759 0.00358457
96 -0.778087 0.00316437
97 -0.777548 0.00366643
98 -0.777989 0.0039635
99 -0.776715 0.00376099
100 -0.776672 0.0030305
101 -0.775264 0.00273331
102 -0.774484 0.0027979
103 -0.775662 0.00224026
104 -0.774612 0.00216306
105 -0.775519 0.00336163
106 -0.777693 0.00381303
107 -0.776929 0.00393945
108 -0.774925 0.00275005
109 -0.773403 0.00255213
110 -0.772976 0.00308251
111 -0.774312 0.00297092
112 -0.778477 0.00298375
113 -0.778128 0.00261208
114 -0.784292 0.00279263
115 -0.787168 0.00280614
116 -0.788228 0.00309896
117 -0.785171 0.00310516
118 -0.78617 0.00336784
119 -0.790271 0.00349172
120 -0.787191 0.00377145
121 -0.788014 0.00359674
122 -0.786843 0.00272886
123 -0.785063 0.0027077
124 -0.784573 0.00262667
125 -0.785813 0.0032777
126 -0.785955 0.00320653
127 -0.78297 0.00283726
128 -0.781636 0.00256624
129 -0.781699 0.00217996
130 -0.782035 0.00305005
131 -0.781909 0.00250701
132 -0.782851 0.00229903
133 -0.781518 0.00278615
134 -0.780821 0.00268743
135 -0.780384 0.00284598
136 -0.78286 0.00313101
137 -0.781392 0.002905
138 -0.784587 0.00318207
139 -0.783576 0.00298491
140 -0.781035 0.00317585
141 -0.778025 0.00255726
142 -0.781517 0.00233493
143 -0.782482 0.00280497
144 -0.781291 0.00236269
145 -0.78151 0.00318694
146 -0.779001 0.00339041
147 -0.778318 0.00359596
148 -0.778975 0.00387429
149 -0.78002 0.00350706
150 -0.779279 0.00389522
151 -0.779924 0.00375421
152 -0.783713 0.00374855
153 -0.78178 0.00315893
154 -0.780951 0.00269919
155 -0.778811 0.00301238
156 -0.778525 0.00315034
157 -0.779303 0.00328815
158 -0.776108 0.00400489
159 -0.774806 0.00412444
160 -0.776461 0.00374819
161 -0.779431 0.00382138
162 -0.779793 0.00365599
163 -0.778918 0.00418556
164 -0.778222 0.00354189
165 -0.775077 0.00435685
166 -0.778658 0.00391681
167 -0.776509 0.00381484
168 -0.776395 0.00355549
169 -0.775549 0.00350504
170 -0.781225 0.00394133
171 -0.782248 0.00372619
172 -0.781469 0.00379695
173 -0.780061 0.00302415
174 -0.782368 0.00337451
175 -0.783091 0.00355014
176 -0.781776 0.00361932
177 -0.781791 0.00397633
178 -0.784738 0.0033022
179 -0.783607 0.00334582
180 -0.781681 0.00375111
181 -0.782349 0.00299464
182 -0.782531 0.00331633
183 -0.778631 0.00356828
184 -0.779312 0.00320562
185 -0.779937 0.00308681
186 -0.780224 0.00303721
187 -0.779805 0.00259364
188 -0.783027 0.00280354
189 -0.782914 0.00286144
