           1     1.80078     1.80078           0
           2     1.75384     1.77731   0.0234711
           3     1.75463     1.76975   0.0155177
           4     1.80285     1.77802   0.0137429
           5     1.78921     1.78026   0.0108779
           6     1.79235     1.78227  0.00910745
           7     1.80208      1.7851  0.00820071
           8     1.77724     1.78412  0.00716976
           9     1.80881     1.78686  0.00689276
          10     1.78582     1.78676  0.00616596
          11     1.75864      1.7842  0.00613524
          12     1.73902     1.78044  0.00674885
          13     1.80605     1.78241  0.00651323
          14      1.8081     1.78424  0.00630313
          15     1.76584     1.78302  0.00599482
          16     1.80213     1.78421  0.00573341
          17     1.82908     1.78685  0.00599767
          18     1.75259     1.78495  0.00596635
          19     1.81434     1.78649  0.00585179
          20     1.78526     1.78643  0.00555184
