           1   -0.414672   -0.414672           0
           2   -0.367704   -0.391188   0.0234839
           3   -0.368546   -0.383641   0.0155175
           4   -0.416853   -0.391944     0.01376
           5   -0.403238   -0.394203   0.0108952
           6   -0.406386   -0.396233  0.00912466
           7   -0.416216   -0.399088  0.00822312
           8   -0.391183     -0.3981  0.00718965
           9   -0.422812   -0.400846  0.00690966
          10    -0.39981   -0.400742  0.00618106
          11   -0.372495   -0.398174  0.00615251
          12   -0.352899   -0.394401  0.00676604
          13   -0.420066   -0.396375  0.00652947
          14   -0.422038   -0.398209  0.00631691
          15   -0.379759   -0.396979  0.00600797
          16   -0.416104   -0.398174  0.00574567
          17   -0.443124   -0.400818  0.00601002
          18   -0.366521   -0.398913  0.00597809
          19   -0.428311    -0.40046  0.00586257
          20   -0.399206   -0.400397  0.00556208
