           1     1.59396     1.59396           0
           2     1.57909     1.58653  0.00743404
           3      1.6058     1.59295  0.00772567
           4     1.60905     1.59698  0.00678473
           5     1.58609      1.5948  0.00568868
           6      1.5883     1.59371  0.00476945
           7     1.59446     1.59382  0.00403234
           8     1.56252     1.58991  0.00524443
           9     1.58613     1.58949  0.00464421
          10     1.59403     1.58994  0.00417871
          11     1.58919     1.58987   0.0037804
          12     1.57912     1.58898  0.00356552
          13     1.60053     1.58987  0.00339803
          14      1.5751     1.58881    0.003318
          15     1.58935     1.58885   0.0030891
          16     1.56853     1.58758  0.00315638
          17     1.61119     1.58897  0.00327412
          18     1.58536     1.58877  0.00309338
          19     1.60266      1.5895  0.00301604
          20     1.59697     1.58987  0.00288556
