           1     1.06264     1.06264           0
           2     1.05273     1.05769  0.00495603
           3     1.07053     1.06197  0.00515045
           4      1.0727     1.06465  0.00452315
           5     1.05739      1.0632  0.00379246
           6     1.05887     1.06248  0.00317964
           7     1.06297     1.06255  0.00268823
           8     1.04168     1.05994  0.00349629
           9     1.05742     1.05966  0.00309614
          10     1.06269     1.05996  0.00278581
          11     1.05946     1.05992  0.00252027
          12     1.05275     1.05932  0.00237701
          13     1.06702     1.05991  0.00226535
          14     1.05007     1.05921    0.002212
          15     1.05957     1.05923   0.0020594
          16     1.04569     1.05839  0.00210425
          17     1.07413     1.05931  0.00218275
          18      1.0569     1.05918  0.00206226
          19     1.06844     1.05967  0.00201069
          20     1.06465     1.05991  0.00192371
