           1     1.38611     1.38611           0
           2     1.38613     1.38612  1.2765e-05
           3     1.38608     1.38611 1.54419e-05
           4     1.38599     1.38608 3.05325e-05
           5     1.38597     1.38606 3.16212e-05
           6     1.38596     1.38604 3.01313e-05
           7     1.38586     1.38602 3.59113e-05
           8     1.38606     1.38602 3.14829e-05
           9       1.386     1.38602 2.78391e-05
          10     1.38601     1.38602 2.49123e-05
          11     1.38615     1.38603 2.53646e-05
          12     1.38612     1.38604 2.42953e-05
          13     1.38599     1.38603 2.26789e-05
          14     1.38606     1.38604 2.10984e-05
          15     1.38608     1.38604 1.98544e-05
          16     1.38602     1.38604 1.86016e-05
          17     1.38596     1.38603 1.80669e-05
          18     1.38607     1.38603  1.7173e-05
          19     1.38603     1.38603 1.62461e-05
          20     1.38605     1.38604 1.54407e-05
