1   -0.754701   -0.656069   1
2   -0.832092   -0.554637   18
3   -0.894478   -0.447111   26
4   -0.965397   0.260786   10
5   -0.870714   0.491789   11
6   -0.75808   0.652161   24
7   -0.663351   0.748309   8
8   -0.54778   0.836622   28
9   -0.441534   0.897245   9
10   -0.257007   0.966409   6
11   -0.0564068   0.998408   16
12   -0.0457706   0.998952   3
13   -0.0135474   0.999908   13
14   0.154538   0.987987   25
15   0.233619   0.972328   17
16   0.312037   0.95007   5
17   0.531528   0.847041   27
18   0.837711   0.546114   29
19   0.863731   0.503953   19
20   0.626571   -0.779364   30
21   0.552096   -0.833781   7
22   0.459299   -0.888282   2
23   0.410058   -0.912059   4
24   0.426846   -0.904325   32
25   0.372012   -0.928228   21
26   0.35676   -0.934196   23
27   0.303909   -0.952701   22
28   0.00371557   -0.999993   20
29   -0.0417242   -0.999129   14
30   -0.484213   -0.87495   15
31   -0.533686   -0.845682   12
32   -0.732392   -0.680883   31
1   -0.754701   -0.656069   1
