1   0.122649   0.169918   1
2   0.0839539   0.159259   18
3   0.133804   0.0534795   31
4   0.501858   0.024284   20
5   0.776048   0.0211376   7
6   0.813285   0.0179424   30
7   0.705029   0.0860072   4
8   0.713423   0.111777   32
9   0.67838   0.0982145   23
10   0.651955   0.213852   22
11   0.729649   0.331166   2
12   0.686006   0.369351   21
13   0.616809   0.580468   17
14   0.479138   0.49426   14
15   0.477115   0.571835   3
16   0.471797   0.584917   16
17   0.493226   0.756047   13
18   0.577269   0.840005   25
19   0.656019   0.905484   5
20   0.765764   0.970267   27
21   0.918855   0.939875   29
22   0.931865   0.754052   19
23   0.371496   0.836567   6
24   0.22611   0.99461   28
25   0.0646429   0.754654   11
26   0.12096   0.680137   24
27   0.0173017   0.583179   10
28   0.0527608   0.453507   26
29   0.168325   0.572439   8
30   0.279233   0.545858   9
31   0.257893   0.239268   15
32   0.233157   0.193293   12
1   0.122649   0.169918   1
