3.13386 0
3.1355 0.00163856
3.12141 0.0141184
3.12126 0.00998434
3.12954 0.0113281
3.13621 0.0114045
3.13809 0.00982008
3.13789 0.00850697
3.137 0.00755485
3.13496 0.00705691
3.13854 0.00731951
3.13853 0.00668179
3.13777 0.00619242
3.13901 0.00586438
3.13979 0.00551566
3.1406 0.00522194
3.14013 0.00492714
3.14 0.0046471
3.13896 0.00451852
3.13817 0.00435898
3.13871 0.00418185
3.13877 0.00398764
3.13962 0.00390446
3.13879 0.00382963
3.14011 0.00390238
3.14056 0.00377695
3.14104 0.00366529
3.14112 0.00353284
3.1422 0.00357843
3.14203 0.00346161
3.14243 0.00337155
3.14244 0.0032645
3.1422 0.00317302
3.14209 0.00308015
3.14264 0.0030404
3.14276 0.00295723
3.14274 0.00287626
3.14285 0.00280156
3.14257 0.00274293
3.14219 0.00269968
3.14168 0.00268194
3.14103 0.00269705
3.14153 0.00268114
3.14102 0.00266924
3.14074 0.00262462
3.14099 0.00257951
3.14106 0.00252494
3.14114 0.00247323
3.14077 0.00245065
3.14107 0.00241919
3.14057 0.00242371
3.14068 0.00237921
3.14032 0.00236105
3.14071 0.00234903
3.14065 0.00230651
3.14041 0.00227786
3.14067 0.00225222
3.14063 0.00221335
3.14044 0.00218414
3.14058 0.00215205
3.14068 0.00211873
3.14061 0.00208528
3.14065 0.0020522
3.14073 0.00202151
3.14094 0.00200115
3.14153 0.00205708
3.14211 0.00210747
3.14256 0.00212513
3.14271 0.00209923
3.14297 0.00208587
3.14353 0.00213136
3.14315 0.00213616
3.14325 0.00210898
3.14308 0.0020868
3.143 0.00206031
3.1432 0.00204244
3.14331 0.00201878
3.14302 0.00201349
3.14308 0.00198872
3.14295 0.00196839
3.1428 0.00194905
3.14276 0.00192568
3.14268 0.0019041
3.14255 0.00188578
3.14271 0.00187065
3.14278 0.00185017
3.14262 0.00183638
3.14235 0.00183404
3.14243 0.00181481
3.14284 0.00184217
3.14287 0.00182199
3.14243 0.00185445
3.14201 0.0018815
3.14201 0.00186138
3.14179 0.00185428
3.14203 0.00184949
3.14195 0.00183184
3.14142 0.00189011
3.14121 0.00188246
3.14089 0.00188994
