1 -0.972517 -0.972517 0
2 -0.97449 -0.973504 0.000697773
3 -0.97488 -0.973962 0.000597265
4 -0.974594 -0.97412 0.000468331
5 -0.973438 -0.973984 0.000394061
6 -0.973462 -0.973897 0.000337854
7 -0.974409 -0.97397 0.000297405
8 -0.973515 -0.973913 0.000265604
9 -0.975338 -0.974071 0.000279304
10 -0.974875 -0.974152 0.000262689
11 -0.976431 -0.974359 0.00030995
12 -0.973073 -0.974252 0.000302083
13 -0.976902 -0.974456 0.000340746
14 -0.976951 -0.974634 0.000360028
15 -0.974756 -0.974642 0.000336118
16 -0.97319 -0.974551 0.000327139
17 -0.975521 -0.974608 0.000312828
18 -0.974374 -0.974595 0.000295718
19 -0.97386 -0.974557 0.000282674
20 -0.974303 -0.974544 0.000268824
1 -0.964602 -0.964602 0
2 -0.96388 -0.964241 0.000255407
3 -0.967006 -0.965163 0.000771613
4 -0.966901 -0.965597 0.000690273
5 -0.965975 -0.965673 0.000556338
6 -0.965238 -0.9656 0.000468323
7 -0.964514 -0.965445 0.000426343
8 -0.966129 -0.965531 0.000381516
9 -0.967013 -0.965695 0.000372977
10 -0.96384 -0.96551 0.000379028
11 -0.966846 -0.965631 0.000363503
12 -0.965092 -0.965586 0.000335978
13 -0.967393 -0.965725 0.000337649
14 -0.968371 -0.965914 0.000362587
15 -0.967286 -0.966006 0.000349763
16 -0.96445 -0.965909 0.000341144
17 -0.965259 -0.96587 0.000323208
18 -0.965638 -0.965857 0.00030551
19 -0.965222 -0.965824 0.000291258
20 -0.96659 -0.965862 0.0002792
1 -0.95287 -0.95287 0
2 -0.952908 -0.952889 1.32936e-05
3 -0.954019 -0.953266 0.000307675
4 -0.959678 -0.954869 0.00140723
5 -0.955791 -0.955053 0.00113781
6 -0.95605 -0.955219 0.000960236
7 -0.954768 -0.955155 0.000825223
8 -0.955352 -0.95518 0.000722437
9 -0.95607 -0.955279 0.000648911
10 -0.954843 -0.955235 0.000585479
11 -0.958217 -0.955506 0.000591686
12 -0.956393 -0.95558 0.000546973
13 -0.955598 -0.955581 0.0005049
14 -0.958908 -0.955819 0.000521762
15 -0.957704 -0.955945 0.000501884
16 -0.955914 -0.955943 0.00047052
17 -0.957372 -0.956027 0.000450291
18 -0.957537 -0.956111 0.000433018
19 -0.95865 -0.956244 0.000430364
20 -0.95703 -0.956284 0.000410637
1 -0.941738 -0.941738 0
2 -0.946656 -0.944197 0.00173863
3 -0.945731 -0.944709 0.00123199
4 -0.946856 -0.945245 0.00103437
5 -0.946986 -0.945593 0.000884116
6 -0.944732 -0.94545 0.00074833
7 -0.944848 -0.945364 0.000646346
8 -0.946002 -0.945444 0.00057046
9 -0.945981 -0.945503 0.000510187
10 -0.943364 -0.945289 0.000502024
11 -0.947337 -0.945476 0.000489674
12 -0.945772 -0.9455 0.00044949
13 -0.947273 -0.945637 0.000435103
14 -0.947325 -0.945757 0.000420402
15 -0.948474 -0.945938 0.000429612
16 -0.945468 -0.945909 0.000403766
17 -0.947545 -0.946005 0.000391314
18 -0.945507 -0.945977 0.000370551
19 -0.947852 -0.946076 0.000363945
20 -0.946975 -0.946121 0.000348513
1 -0.933244 -0.933244 0
2 -0.935523 -0.934384 0.000805819
3 -0.933125 -0.933964 0.00063716
4 -0.935979 -0.934468 0.000647086
5 -0.934526 -0.93448 0.000517775
6 -0.934396 -0.934466 0.000431666
7 -0.933774 -0.934367 0.000381126
8 -0.936106 -0.934584 0.00039062
9 -0.93357 -0.934472 0.000363124
10 -0.93384 -0.934408 0.000332258
11 -0.937897 -0.934726 0.000427391
12 -0.936576 -0.93488 0.000418671
13 -0.93746 -0.935078 0.000430953
14 -0.935402 -0.935101 0.000400789
15 -0.936667 -0.935206 0.000387427
16 -0.937549 -0.935352 0.000389909
17 -0.936532 -0.935422 0.000373098
18 -0.935564 -0.935429 0.000352455
19 -0.934905 -0.935402 0.000334984
20 -0.935986 -0.935431 0.000319508
1 -0.891442 -0.891442 0
2 -0.893467 -0.892455 0.000715875
3 -0.891074 -0.891994 0.000607519
4 -0.892855 -0.89221 0.000492281
5 -0.89243 -0.892254 0.000395801
6 -0.893206 -0.892413 0.000360275
7 -0.892349 -0.892403 0.000308922
8 -0.891965 -0.892349 0.000275129
9 -0.893082 -0.89243 0.000256331
10 -0.891738 -0.892361 0.000239868
11 -0.892047 -0.892332 0.00021975
12 -0.891796 -0.892288 0.000205931
13 -0.892766 -0.892324 0.000193356
14 -0.89165 -0.892276 0.000185442
15 -0.893623 -0.892366 0.000193602
16 -0.89177 -0.892329 0.000185047
17 -0.894665 -0.892466 0.000219324
18 -0.890942 -0.892382 0.000222896
19 -0.891371 -0.892328 0.000217416
20 -0.89338 -0.892381 0.000212808
1 -0.849585 -0.849585 0
2 -0.848994 -0.849289 0.000209021
3 -0.848078 -0.848885 0.00035799
4 -0.849707 -0.849091 0.000322103
5 -0.846563 -0.848585 0.000520424
6 -0.848305 -0.848539 0.000435781
7 -0.847404 -0.848376 0.000402539
8 -0.848857 -0.848437 0.000356672
9 -0.846021 -0.848168 0.000405654
10 -0.849071 -0.848258 0.000375007
11 -0.848225 -0.848255 0.000340928
12 -0.848242 -0.848254 0.000312519
13 -0.849326 -0.848337 0.000299149
14 -0.847922 -0.848307 0.00027924
15 -0.847702 -0.848267 0.000263525
16 -0.849034 -0.848315 0.000251376
17 -0.851656 -0.848511 0.000303867
18 -0.84725 -0.848441 0.000294957
19 -0.847519 -0.848393 0.000283396
20 -0.850351 -0.84849 0.000285646
1 -0.804495 -0.804495 0
2 -0.804998 -0.804747 0.000177908
3 -0.80509 -0.804861 0.000151038
4 -0.804595 -0.804795 0.000127091
5 -0.804066 -0.804649 0.000165274
6 -0.804334 -0.804597 0.000145814
7 -0.803226 -0.804401 0.000220149
8 -0.804743 -0.804444 0.000196745
9 -0.803282 -0.804315 0.000213035
10 -0.805333 -0.804416 0.000214687
11 -0.805074 -0.804476 0.000203331
12 -0.804051 -0.804441 0.000189447
13 -0.805365 -0.804512 0.000187733
14 -0.80397 -0.804473 0.000178264
15 -0.803789 -0.804428 0.000172121
16 -0.804866 -0.804455 0.000163525
17 -0.806957 -0.804602 0.00020993
18 -0.80567 -0.804661 0.000206473
19 -0.804715 -0.804664 0.000195626
20 -0.804929 -0.804678 0.000186291
1 -0.762502 -0.762502 0
2 -0.761345 -0.761923 0.000408991
3 -0.762488 -0.762111 0.000313007
4 -0.762057 -0.762098 0.000235053
5 -0.762154 -0.762109 0.000188307
6 -0.761747 -0.762049 0.000166295
7 -0.76158 -0.761982 0.000155434
8 -0.761553 -0.761928 0.000144956
9 -0.761646 -0.761897 0.000132205
10 -0.761769 -0.761884 0.000119602
11 -0.761316 -0.761832 0.000119353
12 -0.761511 -0.761806 0.000112366
13 -0.760894 -0.761735 0.000123664
14 -0.761456 -0.761715 0.000116431
15 -0.762506 -0.761768 0.000119994
16 -0.76098 -0.761719 0.000122188
17 -0.762385 -0.761758 0.000121116
18 -0.762292 -0.761788 0.000117964
19 -0.760846 -0.761738 0.000121732
20 -0.761927 -0.761748 0.000116011
1 -0.66465 -0.66465 0
2 -0.66409 -0.66437 0.00019799
3 -0.664416 -0.664385 0.000132596
4 -0.66398 -0.664284 0.000132593
5 -0.664996 -0.664426 0.00016578
6 -0.663988 -0.664353 0.000153399
