1   -0.754701   -0.656069   1
2   -0.732392   -0.680883   31
3   -0.533686   -0.845682   12
4   -0.484213   -0.87495   15
5   -0.0417242   -0.999129   14
6   0.00371557   -0.999993   20
7   0.303909   -0.952701   22
8   0.35676   -0.934196   23
9   0.372012   -0.928228   21
10   0.410058   -0.912059   4
11   0.426846   -0.904325   32
12   0.459299   -0.888282   2
13   0.552096   -0.833781   7
14   0.626571   -0.779364   30
15   0.863731   0.503953   19
16   0.837711   0.546114   29
17   0.531528   0.847041   27
18   0.312037   0.95007   5
19   0.233619   0.972328   17
20   0.154538   0.987987   25
21   -0.0135474   0.999908   13
22   -0.0457706   0.998952   3
23   -0.0564068   0.998408   16
24   -0.257007   0.966409   6
25   -0.441534   0.897245   9
26   -0.54778   0.836622   28
27   -0.663351   0.748309   8
28   -0.75808   0.652161   24
29   -0.870714   0.491789   11
30   -0.965397   0.260786   10
31   -0.894478   -0.447111   26
32   -0.832092   -0.554637   18
1   -0.754701   -0.656069   1
